#WAVELENGTH,THROUGHPUT
3761.068603515625,2.319091463134612E-7
3770.0,2.677217412973146E-7
3771.071044921875,2.7200292746367836E-7
3780.0,3.019843967174577E-7
3781.07373046875,3.055965994905515E-7
3790.0,3.7428116627214595E-7
3791.076416015625,3.826153118023946E-7
3800.0,4.985837064629684E-7
3801.078857421875,5.127787905608422E-7
3810.0,7.043972885686042E-7
3811.08154296875,7.27747355108266E-7
3820.0,1.1030424243495718E-6
3830.0,1.5292677459358584E-6
3840.0,1.9588599918896E-6
3850.0,2.3948486730184147E-6
3851.091796875,2.442524926075752E-6
3860.0,4.201725091718649E-6
3861.094482421875,4.418951779462528E-6
3870.0,1.1464660048967347E-5
3871.09716796875,1.2338231322143821E-5
3880.0,2.101400797408864E-5
3881.099609375,2.2089721174778446E-5
3890.0,4.525872569965856E-5
3891.102294921875,4.8142365206664654E-5
3900.0,8.802624860404599E-5
3901.10498046875,9.301252995617894E-5
3910.0,1.9478810950316502E-4
3911.107421875,2.0751199545411992E-4
3920.0,4.3355457976916963E-4
3921.110107421875,4.619097141162542E-4
3930.0,9.795747229577483E-4
3931.11279296875,0.001044786799289141
3940.0,0.0022132073513399754
3941.115478515625,0.0023604634256568485
3950.0,0.004872956619088457
3951.117919921875,0.0051906017535576715
3960.0,0.010266492351270837
3961.12060546875,0.010910971182915088
3970.0,0.020254879570858995
3971.123291015625,0.021441403173765302
3980.0,0.03628923753021258
3981.125732421875,0.03818095782568974
3990.0,0.05706834516692768
3991.12841796875,0.05948679722682137
4000.0,0.08007520675559156
4001.131103515625,0.08267315388345453
4010.0,0.10265588731790597
4011.133544921875,0.10521247473407513
4020.0,0.12217161343476257
4021.13623046875,0.12435918893671852
4030.0,0.1378343338183247
4031.138916015625,0.13956512420899556
4040.0,0.1497866010879828
4041.1416015625,0.1511054337924585
4050.0,0.1587297354202677
4051.14404296875,0.15973146386651832
4060.0,0.16540487804213294
4061.146728515625,0.16612463533629837
4070.0,0.17042526742769773
4071.1494140625,0.17098426656052812
4080.0,0.17441508835503303
4081.15185546875,0.17487941788623937
4090.0,0.17767850276640154
4091.154541015625,0.17802668772992689
4100.0,0.18051106375931641
4101.1572265625,0.18083633676355465
4110.0,0.18270453447952267
4111.15966796875,0.18296785917833563
4120.0,0.18481225014223518
4121.16259765625,0.18503659465656516
4130.0,0.1869302989681503
4131.1650390625,0.18718009191355225
4140.0,0.18883451472533094
4141.16748046875,0.18905329361784884
4150.0,0.19113024628930986
4151.17041015625,0.1914249182727201
4160.0,0.19372042983830165
4161.1728515625,0.19400631835354284
4170.0,0.19641198825753278
4171.17529296875,0.19673251799422142
4180.0,0.19943118464782064
4181.17822265625,0.19981198472107511
4190.0,0.20247887674473974
4191.1806640625,0.2028158277592531
4200.0,0.20529179410552928
4201.18359375,0.20562434269864716
4210.0,0.20786501661359294
4211.18603515625,0.20816665914910962
4220.0,0.21004513647276618
4221.1884765625,0.2103200795795644
4230.0,0.2119334587628343
4231.19140625,0.21212050996935722
4240.0,0.21283406132100352
4241.19384765625,0.21293065033299272
4250.0,0.21324906128414728
4251.1962890625,0.21331407963170482
4260.0,0.21340064181999618
4261.19921875,0.21339031944314532
4270.0,0.21323415193264378
4271.20166015625,0.2132126581967048
4280.0,0.21297232226377577
4281.20458984375,0.21293919683462978
4290.0,0.21324255034598374
4291.20703125,0.21330603842059673
4300.0,0.21416860401935112
4301.20947265625,0.21426511551231608
4310.0,0.21553422363897698
4311.21240234375,0.21570928926848967
4320.0,0.21749983292024383
4321.21484375,0.21774759475283137
4330.0,0.21981127744886955
4331.2177734375,0.22012044455232158
4340.0,0.2225990084736824
4341.22021484375,0.2229206231514402
4350.0,0.2250093502586714
4351.22265625,0.2253003188604307
4360.0,0.22696941414314384
4361.2255859375,0.2272024563460171
4370.0,0.22846674465302036
4371.22802734375,0.22866770571189496
4380.0,0.2294190647772508
4381.23046875,0.22950042387169892
4390.0,0.22977370688057772
4391.2333984375,0.22981206139387259
4400.0,0.2296897058864745
4401.23583984375,0.22967241617001222
4410.0,0.22949515182644523
4411.23876953125,0.22947004506209967
4420.0,0.22965081240542906
4421.2412109375,0.2297006304331193
4430.0,0.23037311853493866
4431.244140625,0.23045513180447433
4440.0,0.23151033018021544
4441.24658203125,0.23166058725812388
4450.0,0.23322668887766315
4451.2490234375,0.23345036853593654
4460.0,0.23547478182951112
4461.251953125,0.23578984242860598
4470.0,0.23817288824350333
4471.25439453125,0.23848974274497292
4480.0,0.2408729323698034
4481.25732421875,0.24121606626058936
4490.0,0.24347151274623124
4491.259765625,0.2437968518381109
4500.0,0.2457047820987391
4501.26220703125,0.24596138164887338
4510.0,0.2474888330348846
4511.26513671875,0.24773670622613464
4520.0,0.2488214556422539
4521.267578125,0.24895213252596324
4530.0,0.2497087775324836
4531.2705078125,0.24981893009486197
4540.0,0.250382532266933
4541.27294921875,0.25046476674695844
4550.0,0.2508392645341729
4551.275390625,0.25089396749280424
4560.0,0.2514300849463411
4561.2783203125,0.2515360154618316
4570.0,0.2520456951859827
4571.28076171875,0.25209302367305875
4580.0,0.2524011282570276
4581.28369140625,0.25244656005699984
4590.0,0.2527279613816692
4591.2861328125,0.2527695520033356
4600.0,0.2527916345677521
4601.28857421875,0.2527948386915294
4610.0,0.25277645793488257
4611.29150390625,0.25280145223110484
4620.0,0.2524316036356397
4621.2939453125,0.25234859060868303
4630.0,0.25170549465459885
4631.296875,0.2516024132846439
4640.0,0.25068517495152337
4641.29931640625,0.25054816725257395
4650.0,0.2496307406378689
4651.3017578125,0.2494934572453305
4660.0,0.24857746412442375
4661.3046875,0.2484400508815846
4670.0,0.24775545193241147
4671.30712890625,0.24767996425603028
4680.0,0.2475742149900118
4681.31005859375,0.24753065905824748
4690.0,0.24747379997701544
4691.3125,0.24746510254923568
4700.0,0.24804359387762295
4701.3154296875,0.2481311706627239
4710.0,0.24909446307571662
4711.31787109375,0.24924070396850118
4720.0,0.2504414289809476
4721.3203125,0.25062421056499273
4730.0,0.2522815248752963
4731.3232421875,0.2525343000488854
4740.0,0.25400361427035034
4741.32568359375,0.2542568865217075
4750.0,0.2559918313985589
4751.32861328125,0.25622892614798326
4760.0,0.25772835199759875
4761.3310546875,0.2579586123386126
4770.0,0.25910197894173814
4771.333984375,0.2592780009954353
4780.0,0.26035415579583265
4781.33642578125,0.2605201864401363
4790.0,0.2610257406556882
4791.3388671875,0.26110384415368937
4800.0,0.26176314748171703
4801.341796875,0.26186532626012476
4810.0,0.2622659236705582
4811.34423828125,0.26235813709143874
4820.0,0.26284814288295794
4821.34716796875,0.2628945295189666
4830.0,0.26351009530403785
4831.349609375,0.2636022472849382
4840.0,0.26398558390976357
4841.3525390625,0.2640455380235292
4850.0,0.26469793144265436
4851.35498046875,0.2648000779260245
4860.0,0.2654827212298187
4861.357421875,0.26558988190819594
4870.0,0.26619931910052175
4871.3603515625,0.26629533569671043
4880.0,0.2667131632364027
4881.36279296875,0.26677925854158646
4890.0,0.2669622462052611
4891.36572265625,0.26702216591206146
4900.0,0.2671390045277961
4901.3681640625,0.26712653203239045
4910.0,0.26661390287850434
4911.37109375,0.26653232597995236
4920.0,0.2657680220832134
4921.37353515625,0.2656464249705211
4930.0,0.2645160610940041
4931.3759765625,0.2643358631815152
4940.0,0.263038886586384
4941.37890625,0.26283148744239726
4950.0,0.2613816497086537
4951.38134765625,0.26114925312019105
4960.0,0.25957014948564
4961.38427734375,0.2593163108029684
4970.0,0.2580646087847271
4971.38671875,0.2578630661096742
4980.0,0.256616370737942
4981.3896484375,0.2564152626465949
4990.0,0.255416576654345
4991.39208984375,0.25528527906543835
5000.0,0.2549784256913205
5001.39501953125,0.2548863921235276
5010.0,0.2542810261638886
5011.3974609375,0.2541828224440233
5020.0,0.2541420214600714
5021.39990234375,0.2541354339581112
5030.0,0.25435176869265613
5031.40283203125,0.2543789597779684
5040.0,0.25440537262395074
5041.4052734375,0.2544097416222237
5050.0,0.25474037470154737
5051.408203125,0.2547944828080217
5060.0,0.255302147020762
5061.41064453125,0.25538553493423344
5070.0,0.25566155272944036
5071.41357421875,0.2557070255938252
5080.0,0.2561444717825803
5081.416015625,0.25621665562347135
5090.0,0.25645495571490595
5091.4189453125,0.25649439658034295
5100.0,0.256688869824162
5101.42138671875,0.2567211304876921
5110.0,0.25688262392300104
5111.42431640625,0.25690931872679434
5120.0,0.25698237523578554
5121.4267578125,0.2569944106692003
5130.0,0.2569434592301224
5131.42919921875,0.2569660642531028
5140.0,0.2572175902725456
5141.43212890625,0.25722862547631753
5150.0,0.25703813481498994
5151.4345703125,0.25700630662574103
5160.0,0.25662940998564454
5161.4375,0.25656616425160894
5170.0,0.25641413182951706
5171.43994140625,0.25638839675909525
5180.0,0.25631190200691417
5181.44287109375,0.25629895463068786
5190.0,0.25585918715675043
5191.4453125,0.2557849779130727
5200.0,0.25566858382995766
5201.4482421875,0.2556488820395763
5210.0,0.2558130425211583
5211.45068359375,0.25584076648019555
5220.0,0.2558500560827389
5221.45361328125,0.25585152013689244
5230.0,0.2559583615725792
5231.4560546875,0.2559786549111894
5240.0,0.2565440198049658
5241.45849609375,0.25664051302843627
5250.0,0.25705861470528896
5251.46142578125,0.25713014351604435
5260.0,0.25727091968010407
5261.4638671875,0.2572951065216871
5270.0,0.25765369693719636
5271.466796875,0.2577152459194564
5280.0,0.2575115709516494
5281.46923828125,0.2574763901324045
5290.0,0.2567398710424562
5291.47216796875,0.25661272582392197
5300.0,0.2557394668554182
5301.474609375,0.2555883700168789
5310.0,0.2537295959028996
5311.4775390625,0.2534073781675324
5320.0,0.25118949767801285
5321.47998046875,0.2508044631445592
5330.0,0.2484827942163938
5331.48291015625,0.24807864931489904
5340.0,0.24555694290394814
5341.4853515625,0.24511717307271974
5350.0,0.24246729680322257
5351.48779296875,0.24200406593246432
5360.0,0.24012170494915525
5361.49072265625,0.239791876677508
5370.0,0.23843947051473077
5371.4931640625,0.2382020862299522
5380.0,0.2370500319854361
5381.49609375,0.23684750986337721
5390.0,0.2362449346521596
5391.49853515625,0.23613876722353597
5400.0,0.2359981467119383
5401.50146484375,0.23597314632806177
5410.0,0.23544046450457667
5411.50390625,0.23534605119950672
5420.0,0.2347307679164417
5421.5068359375,0.23462149716062786
5430.0,0.23351701159557728
5431.50927734375,0.23332035002409307
5440.0,0.23183923453162367
5441.51220703125,0.23157538544812786
5450.0,0.23000063764455425
5451.5146484375,0.22971946401044438
5460.0,0.22834818642669258
5461.517578125,0.228102767326538
5470.0,0.22584318934083022
5471.52001953125,0.2254381508130961
5480.0,0.21954238765174888
5481.5224609375,0.21848401070650095
5490.0,0.20360315142667437
5491.525390625,0.20092602799262646
5500.0,0.1729879070762963
5501.52783203125,0.16795151129890892
5510.0,0.12977167101698206
5511.53076171875,0.12287493429597422
5520.0,0.08528235586557895
5521.533203125,0.0784786016385052
5530.0,0.051276463354809246
5531.5361328125,0.046342407255129545
5540.0,0.028795269095854073
5541.53857421875,0.02560634087697733
5550.0,0.015854310688464178
5551.54150390625,0.014078159602036303
5560.0,0.00889770238117159
5561.5439453125,0.007952360660007754
5570.0,0.005126457147196146
5571.546875,0.004609052218346273
5580.0,0.0030455745112481667
5581.54931640625,0.002759699869231265
5590.0,0.0018591934506731128
5591.55224609375,0.0016938336126689876
5600.0,0.001161043591023757
5601.5546875,0.0010630188042387505
5610.0,7.443147072542782E-4
5611.5576171875,6.855512389855426E-4
5620.0,4.934496504296394E-4
5621.56005859375,4.579613767630882E-4
5630.0,3.2989105565196623E-4
5631.56298828125,3.0616821697900475E-4
5640.0,2.2437809831640218E-4
5641.5654296875,2.092112287166709E-4
5650.0,1.6173031094549774E-4
5651.56787109375,1.529092892067794E-4
5660.0,1.0867059938387306E-4
5661.57080078125,1.004341320201916E-4
5670.0,7.576363358642154E-5
5671.57373046875,7.116022378627074E-5
5680.0,5.6754967123867616E-5
5681.576171875,5.4061921038844534E-5
5690.0,3.773054260048675E-5
5691.57861328125,3.467184494523746E-5
5700.0,2.9549005272439028E-5
5701.58154296875,2.858750966582697E-5
5710.0,2.4929748587306E-5
5711.583984375,2.4241919083992195E-5
5720.0,1.7191977919297825E-5
5721.5869140625,1.5861284656126378E-5
5730.0,1.4873078595005122E-5
5731.58935546875,1.4688627508609562E-5
5740.0,1.153474608590642E-5
5741.59228515625,1.0938014599941123E-5
5750.0,8.030633382197118E-6
5751.5947265625,7.4795022221584095E-6
5760.0,6.5979252630916725E-6
5761.59765625,6.430457136025131E-6
5770.0,5.274033778569296E-6
5771.60009765625,5.0539383644204196E-6
5780.0,4.117465821658983E-6
5781.60302734375,3.9388546298216696E-6
5790.0,3.302181832339374E-6
5791.60546875,3.180523366307355E-6
5800.0,2.6547758824306933E-6
5801.6083984375,2.554103104151684E-6
5810.0,2.1343705518290427E-6
5811.61083984375,2.053846618358566E-6
5820.0,1.7468531451080983E-6
5821.61376953125,1.6876026874825429E-6
5830.0,1.4186657487987215E-6
5831.6162109375,1.3671309139309926E-6
5840.0,1.1573867919322396E-6
5841.619140625,1.1168967848486504E-6
5850.0,9.586673192522963E-7
5851.62158203125,9.280661789773603E-7
5860.0,7.975928222110738E-7
5861.62451171875,7.72306158011607E-7
5870.0,6.750387380779947E-7
5871.626953125,6.561526864603342E-7
5880.0,5.717805885797643E-7
5881.6298828125,5.553639246408524E-7
5890.0,4.792659251462043E-7
5891.63232421875,4.644318058105765E-7
5900.0,4.004454283916466E-7
5901.634765625,3.878962949688307E-7
5910.0,3.3997079171047594E-7
5911.6376953125,3.3064636201891324E-7
5920.0,2.894572506732185E-7
5921.640625,2.8137980717249967E-7
5930.0,2.5459840372325427E-7
5931.64306640625,2.4933669126072717E-7
5940.0,2.1017600162557798E-7
5941.6455078125,2.0246847250004355E-7
5950.0,1.8300472819512466E-7
5951.6484375,1.7916594420298108E-7
5960.0,1.6077520058967138E-7
5961.65087890625,1.57141436490246E-7
5970.0,1.4205822176195799E-7
5971.65380859375,1.3905225095557196E-7
5980.0,1.2017699258537531E-7
5981.65673828125,1.1645132542001994E-7
5990.0,1.0523956833376224E-7
5991.6591796875,1.0301091012137066E-7
6000.0,9.220553027770891E-8
6001.66162109375,9.006861357393001E-8
6010.0,7.99019945280147E-8
6011.66455078125,7.787136879552267E-8
6020.0,7.093445177860563E-8
6021.6669921875,6.954636161884183E-8
6030.0,6.856967632483413E-8
6031.669921875,6.83628484515413E-8
6040.0,5.59155376419186E-8
6041.67236328125,5.342512179378137E-8
6050.0,4.9307297472851145E-8
6051.67529296875,4.8478514833065934E-8
6060.0,4.980822761562123E-8
6061.677734375,5.007635108127848E-8
6070.0,3.772350134690506E-8
6071.6806640625,3.5227693606132695E-8
6080.0,3.425794855876986E-8
6081.68310546875,3.406165927079542E-8
6090.0,3.4489783560489735E-8
6091.68603515625,3.457166473922413E-8
6100.0,2.8017924088397734E-8
6101.6884765625,2.669124227405632E-8
6110.0,1.741634949737855E-8
6111.69140625,1.552798868575803E-8
6120.0,2.490325993858154E-8
6121.69384765625,2.681550307657744E-8
