WD                       Teff   logg  E(B-V) F160W     F275W     F336W    F475W     F625W     F775W     dF160W    dF275W    dF336W   dF475W    dF625W    dF775W   dTeff   dlogg
SDSS-J010322.19-002047.7  59530 7.53 0.00 20.24458  16.84608  17.47684  19.04264  19.53357  19.70981  0.01210        0.00340   0.00590   0.00420   0.00360	0.00470 260 0.02
SDSS-J102430.93-003207.0  40620 7.75 0.00 19.88525  16.90589  17.47095  18.86921  19.28124  19.38841  0.00970	0.02612   0.00590   0.00390   0.00320	0.00370 124 0.01
WD0408-066               57000 7.5 0.00 18.38737  16.76534  17.36180  18.85009  19.22352  19.13587  0.00340	0.01237   0.00550   0.00380   0.00310	0.00350 100 0.01
WD0554-165               52600 8.2 0.00 18.93465  15.42803  16.10427  17.68962  18.18762  18.36152  0.00480	0.00210   0.00290   0.00220   0.00190	0.00240 100 0.01
WD1204+023               23647 7.89 0.00 19.59068  16.89323  17.44197  18.63054  19.02570  19.15782  0.00760	0.00141   0.00580   0.00340   0.00280	0.00350 46.0 0.01
WD1312-029               43130 7.81 0.00 20.21582  16.90762  17.54853  19.06997  19.53952  19.69562  0.01190	0.00141   0.00610   0.00430   0.00360	0.00470 100 0.01
WD1635+008               64610 7.43 0.00 19.89375  16.65887  17.27225  18.80100  19.25127  19.40789  0.00910	0.01086   0.00530   0.00380   0.00310	0.00400 425.0 0.02
WD2034-053               37833 7.89 0.00 19.75600  16.90953  17.49929  18.91250  19.34372  19.42357  0.00940	0.00430   0.00600   0.00400   0.00320	0.00400 100 0.01
WD2327-000               21266 7.88 0.00 18.88028  16.59453  17.05948  18.11890  18.43677  18.52677  0.00470	0.00370   0.00470   0.00270   0.00210	0.00260 100 0.01
